,phone_no_m,sms_count,sms_nunique,sms_rate,calltype_2,calltype_rate,hour_mode,hour_mode_count,hour_nunique,day_mode,day_mode_count,day_nunique,busi_count,flow_mean,flow_median,flow_min,flow_max,flow_var,flow_sum,month_ids,flow_month,arpu_mean,arpu_var,arpu_max,arpu_min,arpu_median,arpu_sum,arpu_skew,arpu_sem,arpu_quantile,label
2592,dbacd3474426942eb723dbbe0dec1c6e4313097fcfd8e073dd394f076b5cf1d2e5b1365203e1bb1a9195f2f2dcfeda8dce0d6e04359e36ea58c980eae6adbd47,86.0,9.0,9.555555555555555,85.0,0.9883720930232558,17.0,35.0,11.0,14.0,35.0,13.0,35,27.25156036583153,0.047865867614746,0.0002288818359375,907.253719329834,22193.36634835051,1008.3077335357666,1,1008.3077335357666,4.8,,4.8,4.8,4.8,4.8,,,4.8,0
2589,2fdf01df2e4d941f4e3b15a7e422672dbbc7ff88d693a21f238c73e0784f8d4543f8d74cc1ad66a7ba8323ce25297e6120e2e79face84bb786d4d76253b991ea,684.0,35.0,19.542857142857144,682.0,0.9970760233918128,15.0,76.0,18.0,1.0,59.0,31.0,48,7.134430334740078,0.0322961807250976,0.0,244.94592094421387,1380.3629134104824,692.0397424697876,7,98.8628203528268,40.98125,31.402812500000007,54.85,39.0,39.0,327.85,2.828427124746188,1.98125,39.0,0
2588,1cd7d587b1e184df4aaa80e6e17acaa6c0c06223741240f93edbe4144189ee4ab88b323c7bb1db704e9de7130b4b195435e9bd7522ed00fafa7015c1b1e2c70c,470.0,54.0,8.703703703703704,470.0,1.0,14.0,98.0,17.0,16.0,77.0,31.0,9,0.0248161315917968,0.0198979377746581,0.009225845336914,0.0676345825195312,0.000292057740848,0.2481613159179682,1,0.2481613159179682,47.9,13.869999999999996,50.1,43.6,50.0,143.7,-1.7306460413024338,2.1501937897160186,50.0,0
2587,10fdfcb228f93810cc2622c91c9143a66b8f64341fce949bb4c2c38442569dc6650294e2863aa6af943654b1e74b75331cd1083438be7f4b554bd1340ff2b0b9,1881.0,350.0,5.3742857142857146,1873.0,0.9957469431153642,10.0,238.0,24.0,11.0,117.0,31.0,311,30.836659646851253,0.2943692207336426,0.0003738403320312,2137.092347145081,22504.839369835656,19797.135493278503,3,6599.045164426168,51.6,19.16,62.4,49.7,50.0,412.8,2.7948058599815053,1.547578754054216,50.0,0
2586,b0885c00ec74adf826457565a1dbd3ff7014dc9c61894e0c9a63882a98150cb22fe11f0c413d7c494bd4edf0692d6b96f4788412f46416d2929cdf6ecf407084,960.0,37.0,25.945945945945947,960.0,1.0,9.0,128.0,21.0,15.0,60.0,31.0,0,0.0,0.0,0.0,0.0,,0.0,0,,25.30625,29.78756964285714,28.0,13.08,28.0,202.45,-2.075300446182053,1.929623332507446,28.0,0
2585,4cbd1621832c80310e126794915a4981cb2ba3a4a517f5ed907250314208e7fa287c6b3f59417c61fe69c5df3b54fd80d61352310af980ca8c1120f0a166a90d,3914.0,129.0,30.34108527131783,3855.0,0.984925907000511,17.0,938.0,23.0,8.0,165.0,31.0,158,11.380387482737495,0.055877685546875,7.43865966796875e-05,1137.530119895935,5636.386331048038,9775.752847671509,8,1221.9691059589386,176.70625,194.8903125000001,185.15,153.45,183.825,1413.65,-1.431883453155331,4.935715658595014,183.825,0
2582,7dcb54aa674e49c1fc0155021572dc60572f929d93ea1ac256f32393a40b0749c3e3916c779799031b0ea1db3b7b056fa7ec78b816edd48fc6b06c3aafb482d0,4055.0,689.0,5.885341074020319,4032.0,0.994327990135635,14.0,553.0,24.0,3.0,256.0,31.0,322,32.69480033066134,0.1479644775390624,6.771087646484375e-05,5529.86542224884,78663.62094538918,47211.291677474976,8,5901.411459684372,4.4875,0.3669642857142858,5.9,4.0,4.300000000000001,35.9,2.2255350002680667,0.2141740780633494,4.300000000000001,0
2603,6cd3d5f46c7f3f5cb5fad711f8f7d26e1e2fc4c0b6c230e0c0b959803d41430214ffe6e42290305b9fe687ce8f4d87333d909f4e8157359a1636108ae44f7148,70.0,4.0,17.5,70.0,1.0,17.0,47.0,6.0,22.0,47.0,9.0,0,0.0,0.0,0.0,0.0,,0.0,0,,16.365000000000002,226.20645,27.0,5.73,16.365000000000002,32.730000000000004,,10.635,16.365000000000002,0
2606,b8f052b03d5c0b67ef787f9824f93c0929dd83a5e221058618ae4c76464b8022278878041c816577cd9ecd042ab2276567977d434587c4cb5052683286c8e8ce,754.0,45.0,16.755555555555556,754.0,1.0,10.0,97.0,17.0,13.0,70.0,31.0,51,3.0915844354284814,0.027536392211914,0.0002288818359375,74.69488716125487,143.470737803857,256.601508140564,7,36.65735830579485,30.71375,26.94388392857143,38.64,22.19,29.615,245.71,-0.0473088275678531,1.835207206576802,29.615,0
2607,28b29511628ae07f9025aba7c8b2902fdd83e59858cc92020819c2714fb4ca6fee3d3f0e13b86e5e255ee072920cf2d716d86527e3e28c8f097725bc15870bea,230.0,20.0,11.5,229.0,0.9956521739130436,19.0,47.0,17.0,24.0,39.0,27.0,21,0.1383411700908954,0.0147938728332519,0.0003089904785156,1.4946918487548828,0.1059733812025156,3.596870422363281,3,1.198956807454427,17.599999999999998,62.65000000000001,27.1,1.0,19.0,123.2,-1.7422017684821909,2.9916550603303182,19.0,0
2608,60e0f790a103a1ce7586093cd8b3a5bc73eb19a25bdd56f7edc3f985aca4ee08ff3b899232af85fedabd3ae438dd4707938eca568e036bead02636c14d060c4d,437.0,17.0,25.705882352941178,437.0,1.0,10.0,56.0,18.0,2.0,37.0,31.0,0,0.0,0.0,0.0,0.0,,0.0,0,,23.7825,182.97845,57.26,19.0,19.0,190.26,2.8284271247461903,4.7825,19.0,0
2627,6d9c8335896b93074d13af40b632d81a454f3f2b70147b97dcaa9e0b5be3e022885f82d0794bc8b545f32645070a49ae21dc7a487e707c5826320d79ad1886d6,588.0,71.0,8.28169014084507,573.0,0.9744897959183674,18.0,68.0,19.0,27.0,42.0,31.0,161,6.0260756720579325,0.0594730377197265,4.482269287109375e-05,518.379825592041,767.5463176447697,4260.435500144959,8,532.5544375181198,32.27375,16.128969642857143,39.71,28.0,31.665,258.19,0.8961316126719745,1.4199018294787644,31.665,0
2626,7c92fd7d556ceddc8354c844eefdac6821eda1121857b513873e8d564dddc43995146dfa4f6a45a17470dcb704095b417a0ddcf5d913afa3e1fd17b10afbd867,876.0,28.0,31.285714285714285,871.0,0.9942922374429224,8.0,124.0,20.0,10.0,71.0,31.0,2,0.0086362145163795,0.0077629089355468,0.0028591156005859,0.0187149047851562,1.956172456464794e-05,0.0949983596801753,8,0.0118747949600219,11.295,3.4584000000000006,14.81,9.0,10.9,90.36,0.9372947347666054,0.6574952471311104,10.9,0
2625,70bd3a5eb6f6c23ce14622e6d76367308eb1296dad44ef504e1e7e1e5d0ec92e37d68a479924970f4cd17817176b5b64afeb7611f2e0dc96e102c3651423f5c0,680.0,36.0,18.88888888888889,678.0,0.9970588235294118,11.0,95.0,19.0,10.0,57.0,31.0,13,0.0149715741475422,0.0104460716247558,0.0007247924804687,0.0651836395263671,0.000378567678581,0.2694883346557608,1,0.2694883346557608,11.0,0.0,11.0,11.0,11.0,88.0,0.0,0.0,11.0,0
2624,9046b64e1226e69ee536d48e249093a3d890ea6c85d32ea8df2cb4e5dceaa9a8f0cb0b2c4550b57459e1c62664f30238b5993369ce73f45407508b9db7397122,694.0,39.0,17.794871794871796,693.0,0.9985590778097982,10.0,73.0,20.0,13.0,61.0,31.0,0,0.0050601959228515,0.0049648284912109,0.0021514892578125,0.0080642700195312,8.747065294300992e-06,0.0151805877685546,1,0.0151805877685546,22.26125,0.5460124999999999,24.09,22.0,22.0,178.09,2.828427124746188,0.26125,22.0,0
2623,24b696b177553afdc10d15c29e714b73cb7cff0fb186bd3e188f8c0670885560ca0fa26820a876bb669f79cc1515df0087a947ef6f57aabc833a075efd67da44,182.0,49.0,3.7142857142857135,164.0,0.9010989010989012,16.0,25.0,18.0,10.0,17.0,29.0,142,111.8570961356163,0.4824433326721191,0.0001373291015625,10016.322995185852,462633.0969541647,30425.130148887634,3,10141.710049629211,85.44874999999999,191.71212678571425,109.97,72.91,81.38,683.5899999999999,0.9921653584504152,4.895305490795674,81.38,0
2621,908a78f28274c69e6ceb358650320af145399ca86fa4321289aced01013979d83ac83fc7140ef3941348ebbceafef55adb4e1c366e18322a2dd55de75a89d10a,798.0,154.0,5.181818181818182,798.0,1.0,11.0,109.0,22.0,10.0,54.0,31.0,82,1.572794216266577,0.0225415229797363,0.0001487731933593,67.78893852233887,54.4584182847102,217.0456018447876,8,27.13070023059845,22.245,0.2602000000000001,23.46,22.0,22.0,177.96,2.4694461239373844,0.1803468879687143,22.0,0
2619,34c690fc9375d932692237dc95b46cedfc87468d236ee922887d03adb15db956269e37bdf56758083b3be7e3f554ddce760bcb5334060c7d6598bc5a4f37183b,1499.0,322.0,4.65527950310559,1467.0,0.9786524349566378,11.0,177.0,24.0,13.0,103.0,31.0,342,60.38701951873969,0.1781721115112304,7.62939453125e-05,11933.843750953674,257603.3895666797,106945.411567688,8,13368.176445961,175.86624999999998,571.1192267857144,234.71,164.33,167.505,1406.9299999999998,2.771359752619826,8.449254603112294,167.505,0
2618,c435dbedd41f2c42714eb99cf2bb49e7778f9dd9eb6fd6836ec369828b655aa3e794e2613ee99e2cf4b9abbc3561ef341f9aee7845537ffa571628bb11362ba0,525.0,15.0,35.0,522.0,0.9942857142857144,16.0,76.0,16.0,13.0,54.0,31.0,0,0.0,0.0,0.0,0.0,,0.0,0,,14.40375,8.414541071428573,21.05,11.6,13.25,115.23,2.06575907137649,1.0255816076395732,13.25,0
2617,69c091deb3aad92ac558ddb567915119acfe2ae33b24a03f4c60a8219d98346900fd752b0de05932ac3af6e8b39f163c4e40c99f5e6621b8b01ee7a3b56d938a,1113.0,147.0,7.571428571428571,1108.0,0.995507637017071,10.0,125.0,24.0,26.0,97.0,31.0,111,3.812710146957569,0.1298856735229492,0.0001907348632812,200.5485877990723,218.89654995690307,1696.6560153961182,8,212.0820019245148,104.5325,91.90802142857136,109.71,89.0,109.71,836.26,-1.4401645996461925,3.3894693800905507,109.71,0
2616,f9e3ffd08b0b5cc36deb2fb4083e120a9cae2c60283fa1e3c95fe1a4c0aea5efc5b4fa26a6ae09200ef28a898764e6c1f23bcc3c26fc27e8568a0416292f93dc,715.0,35.0,20.428571428571427,715.0,1.0,10.0,111.0,19.0,7.0,67.0,31.0,155,8.45381450311869,0.0735807418823242,6.771087646484375e-05,645.4257841110231,2100.5650205100933,4725.682307243347,8,590.7102884054184,106.8525,191.5465071428572,132.87,92.63,102.32,854.8199999999999,1.1863289088157545,4.893190512626414,102.32,0
2613,6effe53488840e222dc8528bc966205931b19e3437c95095d8eaa233e4369962757f60e45cc78c2f32ddae08fb55d308d9548cba0de698d9d6ccf2479d52504f,576.0,20.0,28.8,574.0,0.9965277777777778,8.0,145.0,24.0,22.0,83.0,31.0,127,2.100452846511271,0.0406970977783203,9.822845458984376e-05,127.40642642974856,125.98882334222482,506.2091360092163,4,126.55228400230408,6.5600000000000005,64.8584,18.64,2.5,2.55,26.24,1.999794710223279,4.026735650623219,2.55,0
2612,5dd7012fa0cfed46e2c2cb7c8342ec96c2cef0bb5602f3a91cdf172f77a69c5e6168a69fc1cfe46830e934367a17686b956de53e7e1c007933a58352f3249b3c,1290.0,115.0,11.217391304347826,1284.0,0.9953488372093025,11.0,212.0,19.0,13.0,100.0,31.0,131,8.867621399814558,0.0899648666381836,7.43865966796875e-05,710.5858764648438,2367.924789594605,7688.227753639221,8,961.0284692049026,97.0,0.0,97.0,97.0,97.0,776.0,0.0,0.0,97.0,0
2611,dd1ab63760434713fb6cb5c3abe556bdfd25061692435d139d000e0113b66bd9b6e5a40b40574e70a4bab1dfc323e44f9bd2aa8182090484d239247d14ed2455,2199.0,75.0,29.32,2198.0,0.9995452478399272,17.0,414.0,22.0,25.0,151.0,31.0,164,28.03364001800274,0.1326866149902343,8.7738037109375e-05,1670.1316890716553,14671.699266633206,16259.51121044159,8,2032.438901305199,53.6925,528.5267357142858,66.0,11.1,66.0,429.54,-1.5144321445048796,8.128089687268817,66.0,0
2610,82caecfc463cd40a7bfca80ffae45151d681f992d0366027765fd5277562d286d4a87d765d06de6513dda257e2c9fd2cdb6da36ac21dfe94eb1326fe14e624c8,1158.0,186.0,6.225806451612903,1156.0,0.998272884283247,8.0,181.0,21.0,15.0,67.0,31.0,42,6.99033124106271,0.0400123596191406,0.0001716613769531,384.4165163040161,2343.4151295270794,440.3908681869507,3,146.7969560623169,10.125,0.0192857142857142,10.4,10.0,10.1,81.0,1.1201280219470413,0.0490990253030982,10.1,0
2609,f5327d1711f9c99953fa90d8eb8e53626fd52fc560711e9afa376b2cb4f28670b31308080044be5ebf3e258d1618567fa65109b06e52e378acc3ab2f2659d0b9,2106.0,192.0,10.96875,2101.0,0.9976258309591642,11.0,212.0,24.0,10.0,105.0,31.0,120,37.28882520095162,0.1935229301452636,7.43865966796875e-05,2781.671015739441,59636.05565539184,8576.429796218872,3,2858.809932072957,67.105,1334.871257142857,118.97,19.44,66.985,536.84,0.1101965875728289,12.91738778325003,66.985,0
2580,188bebe81100a1754eca868ffa55a9404b302ed560de7a2b22110acc5099dbc3b384cc7543a853bd0b46bfcf4e36f3dbc805358cfb99e7afd06e71ee5080aa47,972.0,89.0,10.92134831460674,972.0,1.0,16.0,89.0,24.0,20.0,63.0,31.0,134,84.52765642330971,0.1487684249877929,8.7738037109375e-05,11753.21358013153,613964.0526942887,34233.70085144043,4,8558.425212860107,75.4,1096.7342857142858,154.0,58.0,58.6,603.2,2.4143159405911248,11.70862014561433,58.6,0
2579,369c32348cfafcc4d62900c696216542ec6d1edc07d886b8234c2fbf5007ce61eea2cc500104d2a974b2d9b1286f2e29a3024ed32adda89c8e4d5d3ecda4a4a7,4.0,1.0,4.0,4.0,1.0,17.0,3.0,2.0,23.0,3.0,2.0,0,0.0,0.0,0.0,0.0,,0.0,0,,17.56125,113.4590982142857,41.44,11.0,12.08,140.49,1.9819123445209472,3.765951045457935,12.08,0
2578,ddca2b735351f62c5e107ad09ffe8cdc5a635cba8f20832c173b15dd966994d30a83b377de4de439319afe93d7ec6bd430718b8570a36cb049d78bd6f0031c1d,600.0,41.0,14.634146341463415,600.0,1.0,16.0,84.0,16.0,15.0,55.0,31.0,0,0.0,0.0,0.0,0.0,,0.0,0,,2.2062500000000003,0.7241125000000002,3.43,1.0,2.155,17.650000000000002,0.121861097434074,0.3008555508877973,2.155,0
2548,3925dbcd5aed8f64dfcd756a4e590556bcf0bc3aefba83b77756bfd57345b7a70c82a45f7cd2a9addabc580881313806466592269d0aad9055e296c2657363d1,759.0,72.0,10.541666666666666,759.0,1.0,10.0,84.0,20.0,1.0,53.0,31.0,169,72.86069362885944,0.169708251953125,7.43865966796875e-05,9586.107268333437,394296.7050512472,65647.48495960236,8,8205.935619950294,2.59375,0.6233696428571428,4.09,2.0,2.285,20.75,1.3316474241541922,0.2791437001924686,2.285,0
2542,8bc9156d6912f0ad47d373dcc29b97f381e3156e038847f03093322ee82c4d62c1b158f239518e14175f9c6d0cab6b071b1c0af79ad06679ab873f3b1e6e8a8c,1483.0,219.0,6.771689497716895,1473.0,0.9932569116655428,10.0,164.0,23.0,21.0,94.0,31.0,340,101.14782687417078,0.243626594543457,6.580352783203125e-05,16996.383687973022,725168.3222818852,169523.75784111023,8,21190.46973013878,102.4875,91.04696428571424,126.1,99.0,99.1,819.9,2.827290280661986,3.3735545846650057,99.1,0
2541,279ba8d190d1e7083564850c6a5ea204e493001681f71ee44c19d1bceefc2db5cc094f145b23b692b304973ad9e589256996f90a804908d85ef3e2cfe632df1b,1044.0,37.0,28.216216216216218,1042.0,0.9980842911877394,11.0,195.0,19.0,11.0,62.0,31.0,103,18.57571183326336,0.1167545318603515,0.000105857849121,1993.4904708862305,19004.585595623816,6260.014887809753,8,782.5018609762192,50.89625,72.35219821428572,64.73,39.0,53.545,407.17,-0.1817654263907842,3.007328511617198,53.545,0
2540,07941e07c3730f3c4bdddb778e9a8688846322c8791e909f8a2b138acf898f39a1508768a0585c46d6103dfbd7eef6045cf1f32c442fb1ea54668c4756c7229a,1004.0,65.0,15.446153846153846,988.0,0.9840637450199204,14.0,111.0,22.0,10.0,61.0,31.0,97,2.206170001460929,0.053929328918457,6.771087646484375e-05,269.4544630050659,283.6069836768788,756.7163105010986,8,94.58953881263731,122.025,0.0021428571428568,122.1,122.0,122.0,976.2,1.4401645996455772,0.0163663417676984,122.0,0
2535,767702083584fbe3897d9c4b0135617ccf69db6b0ad433a1d006e48795c142de8f1f5fffc2c0fd82da64426019872903935720e8396a7c443974ca9078f74b90,18.0,1.0,18.0,18.0,1.0,13.0,18.0,1.0,31.0,18.0,1.0,0,0.0,0.0,0.0,0.0,,0.0,0,,1.47,,1.47,1.47,1.47,1.47,,,1.47,0
2534,1b8f993ec5b830752360fd7636ca27729d62e80ac065d916d9ee5fb17cdc6dd3f4738cfc03db1e358d8d9f7cd5c0ec0d5a2f4f25d502c63625948215bcfbc873,145.0,23.0,6.304347826086956,140.0,0.9655172413793104,9.0,27.0,13.0,20.0,28.0,28.0,2,0.0137866973876952,0.0138173103332519,9.250640869140624e-05,0.0330924987792968,0.0001239534180866,0.1378669738769526,5,0.0275733947753905,62.0625,0.0112499999999998,62.3,62.0,62.0,496.5,1.9604441975753693,0.0374999999999997,62.0,0
2533,9ac44b0923d31bcf5c873102c09f3c0f0c76ff3439107bcf356bc5884f8784023ae6d9c29f7859ce093d58e58e6b99b377bf4cd72f876555708aafaf31ae669c,1187.0,140.0,8.478571428571428,1179.0,0.9932603201347936,11.0,145.0,24.0,1.0,93.0,31.0,217,12.91463906658474,0.1015119552612304,7.62939453125e-05,2260.25785446167,9973.446529594434,11274.47990512848,8,1409.30998814106,72.025,0.0050000000000001,72.2,72.0,72.0,576.2,2.828427124745889,0.0250000000000003,72.0,0
2531,c688b41d173e9e866ce7a949c6a4ce6bfd524e58bedab868fcac5eeefd81d83197d7ac125f068eb4d0c7cb60fdc5b947e8fc61ceb7f8a5504743ed87f57e4412,1871.0,154.0,12.14935064935065,1831.0,0.9786210582576162,9.0,295.0,18.0,12.0,88.0,31.0,248,29.37023091214248,0.2936391830444336,7.43865966796875e-05,1686.9663152694702,17376.178461703188,34333.79993629456,8,4291.72499203682,29.5025,6.341878571428575,34.92,28.0,28.04,236.02,1.7952261169296102,0.8903565698238946,28.04,0
2530,a459457c0c28410b14286d09d3363b35b1bdddfd2e2db5959fa149bb6ccd6a460eba9144e38393ae2086754fe1d2792a7b75b4b354b82096aa74ac0119118ada,2228.0,272.0,8.191176470588236,2197.0,0.9860861759425492,14.0,241.0,24.0,27.0,130.0,31.0,316,177.79732880549054,0.1939225196838379,7.43865966796875e-05,35364.086579322815,2660922.8318737107,274163.4810180664,8,34270.4351272583,151.60125,1207.7252696428573,199.4,100.6,153.995,1212.81,-0.0308560444631024,12.286808320526417,153.995,0
2528,8c7de1224832b180333b0720e356a02bbdc1b3fbfaa6d8043003982050cf66000aa2669f7867283b068e1668bb3700796dcfe7567f65b9996150f3a5c412c354,5083.0,947.0,5.367476240760296,4647.0,0.9142238835333464,10.0,559.0,23.0,7.0,257.0,31.0,364,31.808160070347704,0.1730422973632812,7.62939453125e-05,5026.503860473633,73308.82545138654,46598.95450305939,8,5824.869312882423,337.70500000000004,62.98854285714278,347.33,321.99,337.84000000000003,2701.6400000000003,-0.9942049980133464,2.8059878576256967,337.84000000000003,0
2527,7777b0c69b322dad5f52bae0b30addf783ee6a17677a28cab134acfd6f251bfb3d43992d0e1e5d743ac8a8f412575ca53f20021054368a747ac16d6d0450d217,1809.0,39.0,46.38461538461539,1674.0,0.9253731343283582,9.0,625.0,19.0,16.0,110.0,31.0,210,35.82355811505554,0.1858110427856444,7.43865966796875e-05,8364.510808944702,121706.04267149788,24574.9608669281,7,3510.708695275443,60.0,0.0,60.0,60.0,60.0,480.0,0.0,0.0,60.0,0
2526,7857880354f9a7972f3f7293c75fefd36c791d8e43dd8c97bea89a3db9d45dd996b3ba517e5591a06b829104cbcee1356e23b82e5f49abe51b82f089f6b5ac2a,942.0,108.0,8.722222222222221,938.0,0.9957537154989384,10.0,141.0,17.0,10.0,75.0,31.0,8,0.008950345656451,0.007598876953125,7.43865966796875e-05,0.029088020324707,8.398503085599639e-05,0.1521558761596674,7,0.0217365537370953,9.0375,0.0055357142857142,9.2,9.0,9.0,72.3,1.9510301759000832,0.0263052140404574,9.0,0
2525,4e3d9e87e74edf026a9861361071772c7c25c81d5e49286b2ea0ef9d2b1ccce391cf9d8e72d832c70b7b52411fc9d3a1e49461d70817b0e6cb61ebd2449894be,1138.0,112.0,10.160714285714286,1115.0,0.9797891036906854,10.0,223.0,19.0,11.0,74.0,31.0,155,5.831984561836411,0.0983362197875976,0.000105857849121,374.69535636901855,993.427071520922,2921.824265480041,8,365.2280331850052,24.0,0.0,24.0,24.0,24.0,192.0,0.0,0.0,24.0,0
2519,4a3d3f2e64c42f945c458881c38c5049b6bb867b32963a7efdc53ed443848bef969c9310df88f0eba5c3735584e34e1e596bcacd10aa03ad5c7440520d652931,1732.0,485.0,3.571134020618557,1722.0,0.9942263279445728,16.0,169.0,24.0,26.0,106.0,31.0,271,79.29475705793288,0.2532072067260742,7.43865966796875e-05,14455.601956367493,396046.3953703805,105858.5006723404,8,13232.31258404255,234.27125,10.834326785714312,237.74,228.92,235.08,1874.17,-0.8529333212258219,1.1637400260428823,235.08,0
2518,2570f88e1e5129ec26acf158de58cc6dcdb4ab27519e5e7ec94a2e19dd08176fb474b301d8776148eff117ecca95c8d060b99984bb2020d93f2244921b8ac93a,1500.0,99.0,15.151515151515152,1495.0,0.9966666666666668,10.0,276.0,22.0,13.0,87.0,31.0,78,3.411734733316633,0.0833520889282226,0.0002975463867187,93.4955587387085,119.42662487956098,491.2898015975952,2,245.6449007987976,4.5375,0.5287071428571427,5.6,3.88,4.25,36.3,0.5378607609544878,0.2570766283759432,4.25,0
2517,b41ae196ac3824e13b7d57f5d683fdd40ca9e4d2e25f5948eb217c12ebdd1077023ebc8d434f41b5b73f461571c7bfbb57eff7b88f1dda7ccc56e43d73fe03bc,1566.0,181.0,8.651933701657459,1558.0,0.9948914431673052,5.0,582.0,23.0,19.0,88.0,31.0,187,7.868343766289528,0.1472396850585937,7.43865966796875e-05,520.8093299865724,1619.251305502284,6231.728262901306,8,778.9660328626633,1.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,0
2547,86be199f9cde5dc89d686ad91945047f095060ac419d5fc9fea35555eefac1c38dca8f25a5768182b062058dc9fab6c947f1d60ce5768cffe9131bf9f63ab529,2030.0,550.0,3.690909090909091,2016.0,0.993103448275862,10.0,229.0,19.0,8.0,122.0,31.0,221,16.333173565964135,0.1958498954772948,7.43865966796875e-05,1385.5870180130005,6686.986466783046,14079.195613861084,8,1759.8994517326355,44.0,49.05459999999999,57.76,39.0,40.24,352.0,1.3946259507643688,2.4762522084795804,40.24,0
2549,86e5000fefea65b67b0e964ee394eba6033501e883daeb12b2902cde4a3739db82caf6e9e5d0aa437fc1908ca13fd50628e05c5bf1b8e87941d6ec9ad4f39377,901.0,118.0,7.635593220338983,889.0,0.9866814650388456,13.0,102.0,20.0,11.0,69.0,31.0,226,35.1667703930057,0.2778854370117187,0.0001296997070312,3643.852481842041,41401.05015764576,19798.891731262207,4,4949.722932815552,80.0,371.4285714285714,120.0,70.0,70.0,640.0,1.756190688704763,6.813851438692468,70.0,0
2576,cf3b48d5aa5a3bab2d90cf99aa6748200fdfd2b2554a49d43978bc0998dc044cd5ec54ac97bf96fe32583e0689265bdf3730a492b84ba45fc3477a553618e200,2690.0,354.0,7.598870056497175,2476.0,0.9204460966542752,15.0,265.0,24.0,16.0,176.0,31.0,477,34.32116157358343,0.138434886932373,6.771087646484375e-05,5203.459095954895,66314.90278412926,80792.0143442154,8,10099.001793026924,88.52000000000001,127.33657142857136,113.21,80.7,84.77,708.1600000000001,1.8550265189889608,3.989620461719563,84.77,0
2551,84fc8e6a352fadf10e01db47cbaab1e2d9ee8a1802c02c47a9c6d9dbbaae2ea8cd1dba88b03c6d7a0b37a240acb920d9b00ecbd2a1ce7b40ee9257d0f69d42ce,508.0,40.0,12.7,507.0,0.998031496062992,14.0,73.0,19.0,15.0,51.0,31.0,108,3.5687877186009143,0.0717554092407226,7.43865966796875e-05,112.8030948638916,163.69858211722394,1088.4802541732788,8,136.06003177165985,1.36875,0.0160410714285714,1.68,1.31,1.32,10.95,2.753569042552046,0.0447787218282459,1.32,0
2575,3884504ad1502a709d1dc52045013eeb12ec8635468391751e0cc8a06b4a8d7a28988b9181bd31e5fcc86e7cb5ce728a7c4dce223acb3070caebe5b27fc2bc63,125.0,15.0,8.333333333333334,125.0,1.0,14.0,31.0,15.0,12.0,33.0,24.0,8,0.2985406603131975,0.0042495727539062,7.62939453125e-05,2.209192276000977,0.3557007391777425,12.538707733154297,8,1.567338466644287,1.19,0.2888,2.52,1.0,1.0,9.52,2.8284271247461903,0.19,1.0,0
2573,a8e75f41522252614c45aaa109338c3516d80c447e05d7e50835fabc68e8b55d695f73852535f508a1172ca75403bd429035716c4bcc3ed03dfcb57beaf784ab,1016.0,34.0,29.88235294117647,1012.0,0.9960629921259844,10.0,178.0,19.0,17.0,75.0,31.0,28,0.4640537608753551,0.0128746032714843,7.43865966796875e-05,5.5043535232543945,1.3510848539177829,66.35968780517578,6,11.059947967529297,39.0625,0.0112499999999998,39.3,39.0,39.0,312.5,1.9604441975753693,0.0374999999999997,39.0,0
2570,3949310a65aa8baa59cad12f1390e60b9a2c10914d9ec5e6638be5c014f806afeaef4be9222ed6589d84e457f8193b9ddfabc92f9645df6a304658607ddb56cd,858.0,166.0,5.168674698795181,858.0,1.0,10.0,82.0,21.0,9.0,72.0,31.0,141,7.287329741319021,0.0762562751770019,0.0001487731933593,1664.52587890625,5990.3361297216015,3497.91827583313,8,437.2397844791413,3.155,28.44362857142857,16.24,1.0,1.0,25.24,2.737692814789308,1.885591040344796,1.0,0
2569,faec0f211c194f2ea939ece1e765bcb85f0d8e23e307f9723ab853369fc85123531d15a49f4235aeb844da7355b9bb7ce6ab07630626ff8337ac5369094abb27,906.0,118.0,7.677966101694915,906.0,1.0,13.0,113.0,23.0,9.0,58.0,31.0,292,24.12514719710272,0.275369644165039,7.62939453125e-05,3876.091300010681,26837.754863140515,39589.36655044556,8,4948.670818805695,21.0025,8.040049999999999,28.02,20.0,20.0,168.01999999999998,2.828427124746194,1.0025,20.0,0
2567,7a20bc391ef586720e25f45318c36080e766083d0a162eb35a55af238e707201538285e17c36209a3077b96cd66ad52e113dcbbd45467bc01d5cb73dd092296a,1116.0,234.0,4.769230769230769,1078.0,0.9659498207885304,15.0,118.0,24.0,8.0,67.0,31.0,118,24.065109220601745,0.0515284538269042,7.43865966796875e-05,1802.700427055359,24344.59083766432,5679.365776062012,8,709.9207220077515,52.9,0.3742857142857149,54.2,52.2,52.75,423.2,1.4473883341426743,0.2163000561389533,52.75,0
2564,26452ce5a11a55075499a179e305ffc50d5d4612d3f4ab10a10bc3410ec5858cf49305dfff788a9738845af37df394f3fb2bb8078076843c14b0c37c68fc0f8a,960.0,150.0,6.4,959.0,0.9989583333333332,11.0,137.0,20.0,10.0,62.0,31.0,1,0.4031381607055664,0.4031381607055664,0.4031381607055664,0.4031381607055664,0.0,0.8062763214111328,1,0.8062763214111328,11.0375,0.01125,11.3,11.0,11.0,88.3,2.828427124746208,0.0375,11.0,0
